Name,Energy,Fat,Saturated_fat,Carbohydrate,Sugars,Fiber,Proteins,Salt,Sodium,Alcohol,Zinc,Magnesium,Omega3,Score,Img
Kas manzana — 2 L,135 kj(32 kcal),0 g,0 g,8 g,8 g,0 g,0 g,0 g,0 g,Na,Na,Na,Na,E,_841_040_805_0392_front_es.20.200.jpg
Habitas muy tiernas — Hacendado — 300 g,293 kj(70 kcal),"0,6 g","0,1 g","7,2 g","1,6 g","6,5 g","5,8 g","0,01 g","0,004 g",Na,Na,Na,Na,A,_848_000_061_2854_front_es.7.200.jpg
Algarroba — Sojivit — 375 g,967 kj(231 kcal),1 g,"0,25 g",45 g,30 g,6 g,3 g,"0,02 g","0,008 g",Na,Na,Na,Na,B,_843_700_037_2318_front_es.6.200.jpg
Gaseosa — La Casera — 50 cl,1 kj(0 kcal),0 g,0 g,0 g,0 g,0 g,0 g,0 g,0 g,Na,Na,Na,Na,B,_841_028_300_1106_front_es.5.200.jpg
"Tomate frito ""Apis"" — 350 g",318 kj(76 kcal),"3,1 g","0,3 g","11,8 g","7,2 g",Na,"1,5 g","1,5 g","0,591 g",Na,Na,Na,Na,C,_841_021_816_9369_front_es.5.200.jpg
Franziskaner Hefe Weissbier 500ml — 500 ml,Na,Na,Na,Na,Na,Na,Na,Na,Na,5 % vol,Na,Na,Na,Na,_407_270_000_3649_front_de.38.200.jpg
"Queso semicurado ""Entrepinares"" — 300 g (variable)",1684 kj(402 kcal),"34,5 g",24 g,1 g,1 g,1 g,"22,5 g","1,524 g","0,6 g",0 % vol,Na,Na,Na,D,_235_029_400_2364_front_es.5.200.jpg
Amatxo — Venta Peio — 400 g,1945 kj(465 kcal),25 g,2 g,50 g,47 g,"3,1 g",11 g,0 g,0 g,Na,Na,Na,Na,D,_841_254_090_0368_front_es.12.200.jpg
Bolas de anís — Turrones José Garrigós — 400 g,1700 kj(406 kcal),0 g,0 g,100 g,99 g,Na,0 g,"0,01 g","0,004 g",Na,Na,Na,Na,D,_841_358_502_2435_front_es.13.200.jpg
Aceite de oliva virgen extra Hacendado — 1 L e,3448 kj(824 kcal),"91,6 g","13,74 g",0 g,0 g,Na,0 g,0 g,0 g,Na,Na,Na,Na,D,_848_000_004_7403_front_en.13.200.jpg
Pistacho tostado sin sal — Hacendado — 150 g,2577 kj(616 kcal),"52,5 g","6,5 g",11 g,11 g,"11,4 g","21,6 g",0 g,0 g,Na,Na,110 mg,Na,C,_848_000_034_9484_front_es.9.200.jpg
Ideal leche evaporada parcialmente desnatada — Nestlé — 500 ml,485 kj(116 kcal),6 g,"3,5 g","9,3 g","9,3 g",0 g,"6,3 g","0,22 g","0,087 g",Na,Na,Na,Na,C,_761_303_383_1317_front_es.7.200.jpg
"Tomate frito ""Orlando"" Pack de 3 — 630 g (3 x 210 g)",305 kj(73 kcal),"3,5 g","0,4 g","9,1 g","7,4 g",Na,"1,1 g","1,6 g","0,63 g",Na,Na,Na,Na,C,_841_006_611_1459_front_es.7.200.jpg
Tomate frito — Solis — 360 g,310 kj(74 kcal),"3,3 g","0,4 g",9 g,"7,4 g","1,2 g","1,4 g","1,1 g","0,433 g",Na,Na,Na,Na,C,_761_303_299_6246_front_es.6.200.jpg
Mezcla de setas congeladas — Carrefour — 450 g,142 kj(34 kcal),"0,4 g","0,1 g",4 g,"0,6 g","2,1 g","2,5 g","0,1 g","0,039 g",Na,Na,Na,Na,A,_327_019_021_3062_front_es.10.200.jpg
Chocolate negro 85% cacao — Moser-Roth — 125 g (5 x 25 g),2531 kj(605 kcal),50 g,"30,7 g","20,4 g","13,8 g",Na,11 g,"0,26 g","0,102 g",Na,Na,Na,Na,E,_25040371_front_es.26.200.jpg
Bebida de avena — Yosoy — 1 l,192 kj(46 kcal),"0,8 g","0,2 g",6 g,"5,4 g","0,4 g","1,4 g","0,04 g","0,016 g",Na,Na,Na,Na,B,_842_335_210_0143_front_es.30.200.jpg
Shimeji blanco — Laumont — 150 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_693_029_922_0084_front_es.13.200.jpg
Patatas fritas con agua de mar — Sin marca — 150 g,2170 kj(519 kcal),32 g,"5,2 g",49 g,"< 0,5 g",Na,"6,7 g","1,2 g","0,472 g",Na,Na,Na,Na,D,_24009829_front_es.9.200.jpg
Crema de verduras de la huerta — Carrefour — 1 l,180 kj(43 kcal),"2,2 g","0,3 g","4,6 g","1,4 g","1,1 g","0,7 g","0,81 g","0,319 g",Na,Na,Na,Na,B,_843_187_624_8401_front_es.11.200.jpg
Bandeja Setas Pleorotus ostreatus — Olmo Mazcuñán — 400 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_848_001_751_2055_front_es.5.200.jpg
Semillas de Quinoa Cocida — Alipende — 250 g (2 x 125 g),628 kj(150 kcal),"2,9 g","0,4 g","24,6 g","0,6 g","3,2 g","4,5 g","0,05 g","0,02 g",Na,Na,Na,Na,A,_842_169_123_8213_front_es.7.200.jpg
"Manzanilla — Lord Nelson — 27,5 g (1,10 g x 25)",3 kj(1 kcal),0 g,0 g,"0,2 g","< 0,1 g",Na,0 g,0 g,0 g,Na,Na,Na,Na,C,_20494858_front_es.8.200.jpg
Habas tiernas — Frutifresh — 130 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_842_532_802_8130_front_es.5.200.jpg
Guisantes frescos — Frutifresh — 130 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_842_532_802_6136_front_es.5.200.jpg
Canónigos — Dia — 100 g,88 kj(21 kcal),"0,4 g","0,1 g","1,2 g","0,1 g",Na,2 g,"0,01 g","0,004 g",Na,Na,Na,Na,A,_848_001_703_9446_front_es.16.200.jpg
Ensalada Variada — Dia — 200 g,66 kj(16 kcal),"0,2 g","0,1 g","0,9 g","0,3 g",Na,"1,3 g","0,06 g","0,024 g",Na,Na,Na,Na,A,_848_001_703_8708_front_es.21.200.jpg
Danet Chocolate — Danone — 500 g e (4 * 125 g),502 kj(120 kcal),"3,2 g","1,9 g","19,7 g","17,1 g",Na,"3,2 g","0,2 g","0,079 g",Na,Na,Na,Na,C,_841_050_001_0621_front_es.10.200.jpg
Spaghetti — Hacendado — 1 Kg,1498 kj(358 kcal),"1,5 g","0,3 g",72 g,"3,5 g",4 g,11 g,"0,1 g","0,039 g",Na,Na,Na,Na,A,_848_000_006_2451_front_es.8.200.jpg
Agua mineral natural — Estrella I — 330 ml,0 kj(0 kcal),0 g,0 g,0 g,0 g,Na,0 g,"0,1 g","0,039 g",Na,Na,Na,Na,Na,_841_308_010_3868_front_es.6.200.jpg
Tomate frito — Solís — 375 g (neto) (350 g + 25 g gratis),310 kj(74 kcal),"3,3 g","0,4 g",9 g,"7,4 g","1,2 g","1,4 g","1,1 g","0,433 g",Na,Na,Na,Na,C,_761_303_311_4304_front_es.6.200.jpg
Quinoa roja — Quinua Real — 500 g,1544 kj(369 kcal),"5,82 g","0,7 g","62,18 g",6 g,Na,"13,25 g",Na,Na,Na,Na,Na,Na,Na,_843_701_246_1604_front_es.7.200.jpg
Chocolate negro Haití 72% cacao — Ethiquable — 100 g,2418 kj(578 kcal),"42,1 g","25,2 g","35,4 g","35,4 g","9,7 g","9,5 g",0 g,0 g,Na,Na,Na,Na,E,_376_009_172_6117_front_es.7.200.jpg
Aceite de oliva virgen Selección almazara — Carbonell — 1 l,3766 kj(900 kcal),100 g,15 g,0 g,0 g,0 g,0 g,0 g,0 g,Na,Na,Na,Na,D,_841_001_026_2343_front_es.5.200.jpg
Tortita de Quinoa — SnackDay — 70 g,1720 kj(411 kcal),"9,6 g","1,4 g","69,5 g","3,9 g","4,6 g","9,4 g","1,34 g","0,528 g",Na,Na,Na,Na,C,_20946623_front_es.9.200.jpg
Salteado de verduras — Hacendado — 600 g,126 kj(30 kcal),"0,3 g","0,1 g","3,8 g",3 g,"2,3 g",2 g,"0,02 g","0,008 g",Na,Na,Na,Na,A,_848_000_061_0102_front_es.6.200.jpg
Amandes au Miel et au Sel — Ritter Sport — 100 g,2349 kj(561 kcal),35 g,15 g,51 g,48 g,Na,"8,9 g","0,27 g","0,106 g",Na,Na,Na,Na,E,_400_041_770_4009_front_es.27.200.jpg
Chips Originales — Consum — 175 g,2230 kj(533 kcal),30 g,"2,6 g",60 g,"0,6 g","3,4 g",4 g,"1,2 g","0,472 g",Na,Na,Na,Na,C,_841_480_753_1834_front_es.20.200.jpg
Turròn au Chocolat Sans Sucres Ajoutés — El Almendros — 200 g e,2336 kj(558 kcal),42 g,21 g,42 g,"6,8 g","4,2 g","9,7 g","0,1 g","0,039 g",Na,Na,Na,Na,D,_063_856_487_3480_front_fr.9.200.jpg
"Pepinillos encurtidos ""Knax"" crujientes  — 1550 g (neto), 850 g (escurrido), 1700 ml",125 kj(30 kcal),"0,2 g",Na,"5,3 g",Na,Na,"0,8 g",Na,Na,Na,Na,Na,Na,Na,_40081403_front_es.10.200.jpg
Crema de Champiñones — Gallina Blanca — 62 g e,1431 kj(342 kcal),"3,5 g","0,4 g","65,7 g",9 g,4 g,10 g,"10,922 g","4,3 g",Na,Na,Na,Na,Na,_841_030_010_1048_front_es.6.200.jpg
Vollkorn Hafer — Joya — 1 l,194 kj(46 kcal),1 g,"0,2 g","8,2 g","5,7 g","0,9 g","0,6 g","0,102 g","0,04 g",Na,Na,Na,Na,B,_902_020_001_3199_front_de.5.200.jpg
Postre de soja con chocolate — Sin marca — 400 g (4 x 100 g),460 kj(110 kcal),"2,1 g","0,6 g","18,2 g","15,8 g","2,2 g","3,5 g","0,1 g","0,039 g",Na,Na,Na,Na,B,_345_677_003_3422_front_es.7.200.jpg
Quinoa — Sos — 250 g,1523 kj(364 kcal),7 g,"0,9 g",57 g,"2,6 g","7,6 g","13,7 g","0,1 g","0,039 g",Na,Na,Na,Na,A,_841_018_402_7779_front_es.10.200.jpg
Semillas De Chia — SOS — 200 g,1850 kj(442 kcal),"31,2 g","3,9 g",4 g,"1,6 g","34,7 g","20,8 g",0 g,0 g,Na,Na,Na,20 g,A,_841_018_403_0663_front_es.10.200.jpg
Quinoa — Golden Sun — 300 g,1479 kj(353 kcal),5 g,"0,5 g",58 g,1 g,Na,15 g,"0,01 g","0,004 g",Na,Na,Na,Na,A,_20805685_front_es.6.200.jpg
Digestive — Dia — 800 g.,1950 kj(466 kcal),17 g,2 g,70 g,17 g,"3,6 g",6 g,"1,6 g","0,63 g",Na,Na,Na,Na,D,_848_001_783_6489_front_es.22.200.jpg
Bebida de nueces de macadamia — Amandín — 1 l,270 kj(65 kcal),"3,6 g","0,8 g","8,7 g","4,8 g","2,2 g","0,4 g","0,18 g","0,071 g",Na,Na,Na,Na,A,_841_050_900_0067_front_es.8.200.jpg
Crema de Cerduras — Casa Morando — 90 g,130 kj(31 kcal),"0,1 g",0 g,7 g,"0,7 g",Na,"1,7 g","0,9 g","0,354 g",Na,Na,Na,Na,Na,_24052030_front_es.7.200.jpg
Fruta surtida deshidratada — Hacendado — 200 g,1393 kj(333 kcal),"14,6 g","12,6 g","44,9 g","32,6 g","5,4 g","2,6 g",0 g,0 g,Na,Na,Na,Na,D,_848_000_034_9248_front_es.9.200.jpg
Tartines Craquantes Blé Complet — Chabrior — 250 g (48 tartines),1602 kj(383 kcal),"3,5 g","0,5 g",73 g,"6,1 g","6,9 g","11,4 g","0,95 g","0,374 g",Na,Na,Na,Na,A,_325_039_033_5962_front_fr.58.200.jpg
Chocolat Composé Dark Almond — Moser-Roth — 125 g,2382 kj(569 kcal),"39,9 g","14,9 g","38,7 g","36,2 g",Na,"10,9 g","0,02 g","0,008 g",Na,Na,Na,Na,E,_200_000_006_3575_front_es.7.200.jpg
Bebida de almendras — GutBio — 1 l,192 kj(46 kcal),"1,9 g","0,4 g","5,9 g","4,1 g",Na,"0,8 g","0,13 g","0,051 g",Na,Na,Na,Na,B,_24067102_front_es.20.200.jpg
Boisson au riz thaï et quinoa Bio — Carrefour — 1 L,259 kj(62 kcal),"1,1 g","0,1 g","11,9 g","8,2 g",0 g,"0,9 g","0,102 g","0,04 g",Na,Na,Na,Na,B,_356_007_038_7397_front_fr.19.200.jpg
Bebida de coco — Milbona — 1 l,138 kj(33 kcal),"1,2 g","1,1 g","5,5 g","3,7 g","< 0,1 g","0,1 g","0,17 g","0,067 g",Na,Na,Na,Na,B,_20879990_front_es.8.200.jpg
Postre de soja Frutas del bosque — Milbona — 500 g (4 x 125 g),361 kj(86 kcal),"2,2 g","0,3 g",12 g,11 g,Na,"3,8 g","0,04 g","0,016 g",Na,Na,Na,Na,B,_20368265_front_es.17.200.jpg
Sojasun Natural — 600 g (6 x 100 g),192 kj(46 kcal),"2,7 g","0,4 g","0,7 g","0,7 g","0,3 g","4,6 g","0,076 g","0,03 g",Na,Na,Na,"0,2 g",A,_327_322_748_1014_front_es.7.200.jpg
Postre de Soja Natural con Stevia — Sojasun — 600 g (6 x 100 g),266 kj(64 kcal),"2,3 g","0,3 g","6,4 g","5,9 g",Na,"4,1 g","0,06 g","0,024 g",Na,Na,Na,Na,A,_327_322_748_1595_front_es.9.200.jpg
Maíz Tierno Frito — Sin marca — 150 g,1840 kj(440 kcal),13 g,"1,4 g","67,1 g","0,5 g","9,2 g","8,5 g","2,08 g","0,819 g",Na,Na,Na,Na,C,_24042390_front_es.11.200.jpg
"Aceitunas verdes partidas aliñadas Gordal rallada — Brefer — 1300 g neto, 800 g escurrido, 1400 ml",505 kj(121 kcal),"12,2 g","1,9 g","0,26 g","0,1 g","3,6 g","1,2 g","3,1 g","1,22 g",Na,Na,Na,Na,C,_842_266_644_3328_front_es.7.200.jpg
"Aceitunas verdes deshuesadas Manzanilla — Brefer — 1250 g (neto), 600 g (escurrido), 1400 ml",741 kj(177 kcal),"19,8 g",Na,0 g,Na,Na,"1,1 g",Na,Na,Na,Na,Na,Na,Na,_842_266_621_2344_front_es.6.200.jpg
Jengibre liofilizado — Vitasia — 16 g,1418 kj(339 kcal),3 g,0 g,60 g,0 g,Na,8 g,Na,Na,Na,Na,Na,Na,Na,_20369422_front_es.5.200.jpg
Quinoa — GutBio — 500 g,1858 kj(444 kcal),34 g,"3,8 g","4,9 g","0,7 g",Na,21 g,"0,44 g","0,173 g",Na,Na,Na,Na,C,_24027267_front_es.6.200.jpg
Yakisoba Yatekomo Pollo — Gallina Blanca — 93 g e,937 kj(224 kcal),10 g,"4,7 g",28 g,"3,7 g","1,5 g","4,7 g","1,2 g","0,472 g",Na,Na,Na,Na,C,_841_030_035_2280_front_es.6.200.jpg
Cocido Madrileño con Embutido Selecto — Litoral — 440 g,1858 kj(444 kcal),"22,5 g","7,8 g","34,8 g","1,5 g","7,5 g","21,9 g","2,19 g","0,862 g",Na,Na,Na,Na,D,_841_300_006_5641_front_fr.16.200.jpg
"Mermelada de fresa extra — Dia — 650 g (neto), 580 ml",824 kj(197 kcal),0 g,0 g,48 g,"46,6 g",Na,"0,5 g",0 g,0 g,Na,Na,Na,Na,C,_848_001_700_2587_front_es.6.200.jpg
Tortitas de maíz — Carrefour — 130 g,1699 kj(406 kcal),2 g,"0,3 g",87 g,1 g,2 g,9 g,"0,84 g","0,331 g",Na,Na,Na,Na,B,_843_187_615_1541_front_es.7.200.jpg
Hummus Clásico Plus — YGriega — 400 g (2 x 200 g),1200 kj(287 kcal),24 g,"3,3 g","7,5 g","0,3 g","8,6 g","6,7 g",1 g,"0,394 g",Na,Na,Na,Na,B,_843_208_911_5467_front_es.6.200.jpg
Il Gelato Bianco Cacao — Valsoia — 500 g,765 kj(183 kcal),"7,7 g","5,9 g",25 g,25 g,"0,9 g","2,8 g","0,13 g","0,051 g",Na,Na,Na,Na,D,_800_604_014_0302_front_es.5.200.jpg
Agua mineral natural — Vichy Catalán — 1 l,0 kj(0 kcal),0 g,0 g,0 g,0 g,Na,0 g,"1,097 g","0,432 g",Na,Na,Na,Na,Na,_841_074_900_1107_front_es.4.200.jpg
Fideos Yatekomo Gambas — Gallina Blanca — 60 g e,385 kj(92 kcal),"4,4 g","2,4 g",11 g,"0,4 g","0,7 g","1,8 g","0,72 g","0,283 g",Na,Na,Na,Na,C,_841_030_035_1115_front_es.7.200.jpg
Confitura de cereza — Hero Original — 345 g,1109 kj(265 kcal),"0,1 g",0 g,65 g,63 g,Na,"0,6 g",0 g,0 g,Na,Na,Na,Na,D,_841_017_501_2555_front_es.5.200.jpg
Infusión de frutas aromatizada Aromas de Invierno — Westminster — 75 g (25 x 3 g),10 kj(2 kcal),0 g,0 g,"0,6 g","< 0,5 g",Na,0 g,0 g,0 g,Na,Na,Na,Na,C,_200_000_006_3577_front_es.7.200.jpg
"Infusión de hierbas Jengibre y Limoncillo — Westminster — 62,5 g (25 x 2,5 g)",3 kj(1 kcal),0 g,0 g,"< 0,5 g","< 0,5 g",Na,0 g,0 g,0 g,Na,Na,Na,Na,C,_200_000_006_3576_front_es.7.200.jpg
"Surtido de setas — Pincha — 280 neto, 135 escurrido, 314 ml","58,99 kj(14 kcal)","0,2 g",0 g,"2,2 g","0,2 g","0,9 g","1,3 g","0,58 g","0,228 g",Na,Na,Na,Na,B,_843_701_400_0351_front_es.6.200.jpg
Mezcla de frutas rojas — Hacendado — 300 g,163 kj(39 kcal),"< 0,5 g",0 g,"5,5 g","5,2 g",Na,"0,9 g",0 g,0 g,Na,Na,Na,Na,A,_848_000_061_0263_front_es.7.200.jpg
Arándanos enteros — Hacendado — 300 g,219 kj(52 kcal),0 g,0 g,11 g,10 g,"2,4 g","0,7 g","< 0,01 g","0,004 g",Na,Na,Na,Na,A,_848_000_061_0553_front_es.8.200.jpg
Chocolate negro 70% — Valor — 200 g,2203 kj(527 kcal),36 g,23 g,34 g,29 g,Na,11 g,"0,1 g","0,039 g",Na,Na,Na,Na,E,_841_010_910_7272_front_es.6.200.jpg
"Hierba Limón — Vitasia — 340 g neto, 170 g escurrido, 370 ml",642 kj(153 kcal),"2,1 g","0,4 g",30 g,0 g,Na,"1,2 g","0,03 g","0,012 g",Na,Na,Na,Na,B,_40873527_front_es.7.200.jpg
Digestive Chocolate Galletas con Leche — Gullon — 300 g,2084 kj(498 kcal),24 g,13 g,63 g,26 g,"3,2 g",6 g,"1,1 g","0,433 g",Na,Na,Na,Na,E,_841_037_604_7042_front_es.3.200.jpg
Albahaca Molinillo — Ducros — 6 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_316_629_620_4397_front_es.6.200.jpg
Menestra especial — Freshona — 1 Kg,237 kj(57 kcal),"0,4 g","0,1 g","8,4 g","2,6 g","3,1 g","3,2 g","0,04 g","0,016 g",Na,Na,Na,Na,A,_20495572_front_es.8.200.jpg
Bebida Almendra Original — Ecomil — 1 L,192 kj(46 kcal),"2,1 g","0,2 g","5,4 g","3,8 g",Na,"0,9 g","0,25 g","0,098 g",Na,Na,Na,Na,B,_842_853_220_0019_front_es.3.200.jpg
Galletas Digestive Avena choco — Gullón — 425 g,1995 kj(477 kcal),21 g,"4,8 g",61 g,22 g,"6,5 g","7,6 g",1 g,"0,394 g",Na,Na,Na,Na,D,_841_037_602_6962_front_es.8.200.jpg
Tostada — Cuétara — 800 g (4 x 200 g),1791 kj(428 kcal),8 g,"1,6 g",80 g,25 g,Na,7 g,"0,88 g","0,346 g",Na,Na,Na,Na,D,_841_001_430_5275_front_es.7.200.jpg
"Tomate Frito — Helios — 570 g, 580 ml",385 kj(92 kcal),"3,3 g",0 g,14 g,10 g,"1,3 g",1 g,"1,5 g","0,591 g",Na,Na,Na,Na,C,_841_009_500_7013_front_es.27.200.jpg
Kale — Sin marca — 300 g,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,_20083373_front_es.5.200.jpg
"Aceite de Oliva Virgen Extra — La Laguna de Fuente de Piedra — 2,5 l",3370 kj(805 kcal),"99,9 g","13,8 g",0 g,0 g,0 g,0 g,0 g,0 g,Na,Na,Na,Na,D,_843_700_077_6604_front_es.7.200.jpg
Quinoa — Hacendado — 500 g,1628 kj(389 kcal),"6,1 g","0,78 g","66,05 g","6,32 g",7 g,14 g,0 g,0 g,Na,Na,Na,Na,A,_848_000_009_4308_front_es.14.200.jpg
Tofu — Vitasia — 400 g,497 kj(119 kcal),"5,8 g","0,8 g","1,2 g","0,4 g","3,1 g",14 g,"1,1 g","0,433 g",Na,Na,Na,Na,A,_20716431_front_es.8.200.jpg
Parrillada campestre — Monissa — 450 g,347 kj(83 kcal),"2,5 g","< 0,1 g","11,2 g","4,9 g",Na,"2,9 g","0,02 g","0,008 g",Na,Na,Na,Na,B,_20796570_front_es.17.200.jpg
Sal Yodo Fluorada — Marismena — 300 g,Na,Na,Na,Na,Na,Na,Na,100 g,"39,37 g",Na,Na,Na,Na,Na,_843_701_089_7023_front_es.15.200.jpg
Patatas fritas onduladas — Alipende — 170 g,2308 kj(552 kcal),35 g,4 g,"49,4 g","0,9 g","7,4 g","6,7 g",1 g,"0,394 g",Na,Na,Na,Na,C,_842_169_171_0405_front_es.17.200.jpg
Tofu Sabor natural Bio — My Best Veggie — 400 g (2 x 200 g),447 kj(107 kcal),"5,3 g","0,8 g","0,2 g","0,2 g",Na,"13,1 g","0,05 g","0,02 g",Na,Na,Na,Na,A,_20716684_front_es.15.200.jpg
Patatas fritas bajo contenido en sal — Hacendado — 130 g,2347 kj(561 kcal),37 g,"3,1 g","50,6 g","0,8 g","2,8 g","5,6 g","0,06 g","0,024 g",Na,Na,Na,Na,C,_848_000_033_3254_front_es.19.200.jpg
Crema calabaza — Sin marca — 620 g,205 kj(49 kcal),"2,6 g","0,4 g","5,4 g",2 g,Na,"0,4 g","0,32 g","0,126 g",Na,Na,Na,Na,B,_801_419_001_2509_front_es.6.200.jpg
Crème Croquante — Nestlé — 180 g,2395 kj(572 kcal),"38,5 g","17,8 g","47,3 g","44,2 g","1,9 g","8,9 g","0,33 g","0,13 g",Na,Na,Na,Na,E,_761_303_393_2724_front_es.5.200.jpg
Combinado de frutos secos — Hacendado — 150 g,2079 kj(497 kcal),33 g,33 g,1 g,1 g,1 g,1 g,1 g,"0,394 g",Na,Na,Na,Na,D,_848_000_012_0120_front_es.19.200.jpg
Préparation pour Flan Classique — Mandarin — 41 g,383 kj(92 kcal),"1,4 g","0,9 g",0 g,0 g,Na,"3,2 g","0,15 g","0,059 g",Na,Na,Na,Na,B,_841_370_030_6853_front_fr.8.200.jpg
Prince Barqui-Choco — LU — 146 g e,2155 kj(515 kcal),26 g,"16,5 g","63,5 g",39 g,"2,2 g","5,4 g","0,28 g","0,11 g",Na,Na,Na,Na,E,_859_389_491_2327_front_fr.14.200.jpg
Hamburguesas vegetarianas — My Best Veggie — 200 g,745 kj(178 kcal),"6,6 g","0,7 g","6,7 g","2,7 g","8,7 g","18,7 g","1,1 g","0,433 g",Na,Na,Na,Na,A,_20330750_front_es.5.200.jpg
Bienmesabe — Dulceria Nublo - Tejeda — 400 g,1845 kj(441 kcal),"23,7 g","2,21 g","48,4 g","28,1 g",Na,"8,5 g","0,24 g","0,094 g",Na,Na,Na,Na,D,_841_250_500_2007_front_es.5.200.jpg
Shirataki konjac — Wokfoods — 200 g,29 kj(7 kcal),0 g,0 g,0 g,0 g,"3,56 g",0 g,0 g,0 g,Na,Na,Na,Na,A,_805_390_463_0004_front_es.14.200.jpg
Medallones de soja texturizada — Vantastic foods — 200 g,1092 kj(261 kcal),"1,2 g","0,3 g","9,4 g",7 g,Na,"46,1 g",0 g,0 g,Na,Na,Na,Na,A,_426_011_911_0038_front_de.7.200.jpg
"Aperitivo de patatas ""Frit Ravich"" — 125 g",1887 kj(451 kcal),18 g,"2,7 g",66 g,"1,4 g",5 g,"4,1 g","2,8 g","1,102 g",Na,Na,Na,Na,D,_841_056_403_7206_front_es.6.200.jpg
Mejillones en escabeche — Hacendado — 111 g e / 69 g égoutté / 115 ml,808 kj(193 kcal),14 g,"1,9 g","4,1 g","< 0,5 g",Na,13 g,"1,1 g","0,433 g",Na,Na,Na,Na,B,_848_000_018_6096_front_es.4.200.jpg
Gofres con perlas de azucar — Auchan — 350 g,1858 kj(444 kcal),"22,3 g","11,7 g","55,4 g","29,6 g",Na,5 g,"0,58 g","0,228 g",Na,Na,Na,Na,E,_325_456_002_4830_front_fr.17.200.jpg
Huevos Cocidos — Huevos Guillén — 6 œufs,640 kj(153 kcal),10 g,"3,1 g","0,5 g","0,5 g",0 g,"12,5 g","0,3 g","0,118 g",Na,Na,Na,Na,B,_841_138_431_3037_front_es.12.200.jpg
Turrón Blando — Monerris Planelles — 150g,2304 kj(551 kcal),35 g,"3,8 g",45 g,38 g,5 g,12 g,0 g,0 g,Na,Na,Na,Na,D,_841_022_355_0145_front_fr.15.200.jpg
Galletas Chiquilín — Artiach — 875 g,2038 kj(487 kcal),17 g,"3,4 g",75 g,21 g,"3,2 g",7 g,"0,28 g","0,11 g",Na,Na,Na,Na,D,_841_000_000_0108_front_es.3.200.jpg
Chocolate negro 71% cacao — Vivani — 100 g,2427 kj(580 kcal),"44,9 g","28,3 g","32,5 g",27 g,Na,7 g,"0,02 g","0,008 g",Na,Na,Na,Na,E,_404_488_900_1006_front_de.8.200.jpg
Copos de maíz tostado — Biogoret — 250 g,1527 kj(365 kcal),"4,7 g","0,7 g","74,3 g","0,6 g","3,6 g","9,4 g","0,03 g","0,012 g",Na,Na,Na,Na,A,_843_601_559_0298_front_es.5.200.jpg
"Thé vert aromatisé — Pompadour — 20 x 1,75g",4 kj(1 kcal),"< 0,1 g","< 0,1 g","0,2 g","< 0,1 g","< 0,1 g",0 g,0 g,0 g,Na,Na,Na,Na,B,_841_290_040_1252_front_fr.13.200.jpg
Mezcla de arroces Especial ensaladas y guarnición — Hacendado — 1 Kg,1456 kj(348 kcal),"1,51 g","0,3 g","72,9 g","0,8 g",Na,"7,5 g","0,01 g","0,004 g",Na,Na,Na,Na,B,_848_000_005_0168_front_es.7.200.jpg
Philadelphia Light — 200 g e,720 kj(172 kcal),14 g,"9,3 g","4,1 g","4,1 g","0,3 g","6,8 g","1,12 g","0,441 g",Na,Na,Na,Na,D,_762_221_010_3338_front_fr.17.200.jpg
Big Mac — McDonald's — 220 g,964 kj(230 kcal),12 g,"4,5 g",19 g,"3,9 g","1,4 g",12 g,1 g,"0,394 g",Na,Na,Na,Na,C,_200_000_000_2603_front_fr.27.200.jpg
Chocolate negro con piel de naranja confitada 70% cacao — Dia — 100 g,2205 kj(527 kcal),35 g,21 g,38 g,"31,5 g",Na,"9,5 g","0,05 g","0,02 g",Na,Na,Na,Na,E,_848_001_701_3378_front_es.38.200.jpg
"Garbanzos con vegetales — Mamía — 400 g (neto), 425 ml",477 kj(114 kcal),"4,95 g","0,66 g","11,9 g",0 g,Na,"3,7 g","0,8 g","0,315 g",Na,Na,Na,Na,B,_841_046_500_8565_front_es.5.200.jpg
"Lentejas con vegetales — Mamía — 400 g (neto), 425 ml",347 kj(83 kcal),"3,72 g","0,54 g","10,2 g",0 g,Na,"3,3 g","0,8 g","0,315 g",Na,Na,Na,Na,B,_841_046_500_8572_front_es.5.200.jpg
Pizza Carbonara — Auchan — 350 g,858 kj(205 kcal),"5,6 g","2,3 g","27,6 g","1,9 g","2,3 g","9,6 g","1,23 g","0,484 g",Na,Na,Na,Na,B,_560_100_210_5769_front_pt.12.200.jpg
Galletas de jengibre — Nyakers — 300 g,1750 kj(418 kcal),15 g,7 g,67 g,35 g,Na,"4,5 g","1,6 g","0,63 g",Na,Na,Na,Na,E,_731_706_620_3751_front_es.4.200.jpg
